country,year,sex,age,suicide_no,population,suicides_per_100k,HDI_for_year,gdp_for_year,gdp_per_capita,generation
Czech Republic,2010,male,5-14 years,1,479853,0.21,0.862,2.07478E+11,20862,Generation Z
Czech Republic,2010,female,5-14 years,0,454268,0,0.862,2.07478E+11,20862,Generation Z
Czech Republic,2011,male,75+ years,118,246004,47.97,0.865,2.27948E+11,23010,Silent
Czech Republic,2011,male,55-74 years,424,1152114,36.8,0.865,2.27948E+11,23010,Boomers
Czech Republic,2011,male,35-54 years,500,1517715,32.94,0.865,2.27948E+11,23010,Generation X
Czech Republic,2011,male,25-34 years,173,818695,21.13,0.865,2.27948E+11,23010,Millenials
Czech Republic,2011,male,15-24 years,120,632356,18.98,0.865,2.27948E+11,23010,Millenials
Czech Republic,2011,female,75+ years,43,454906,9.45,0.865,2.27948E+11,23010,Silent
Czech Republic,2011,female,35-54 years,86,1456523,5.9,0.865,2.27948E+11,23010,Generation X
Czech Republic,2011,female,55-74 years,77,1312571,5.87,0.865,2.27948E+11,23010,Boomers
Czech Republic,2011,female,25-34 years,28,771896,3.63,0.865,2.27948E+11,23010,Millenials
Czech Republic,2011,female,15-24 years,19,602033,3.16,0.865,2.27948E+11,23010,Millenials
Czech Republic,2011,male,5-14 years,2,483911,0.41,0.865,2.27948E+11,23010,Generation Z
Czech Republic,2011,female,5-14 years,0,457594,0,0.865,2.27948E+11,23010,Generation Z
Czech Republic,2012,male,75+ years,146,248952,58.65,0.865,2.07376E+11,20898,Silent
Czech Republic,2012,male,55-74 years,430,1173069,36.66,0.865,2.07376E+11,20898,Boomers
Czech Republic,2012,male,35-54 years,538,1537251,35,0.865,2.07376E+11,20898,Generation X
Czech Republic,2012,male,25-34 years,179,796162,22.48,0.865,2.07376E+11,20898,Millenials
Czech Republic,2012,male,15-24 years,84,609704,13.78,0.865,2.07376E+11,20898,Millenials
Czech Republic,2012,female,75+ years,45,456859,9.85,0.865,2.07376E+11,20898,Silent
Czech Republic,2012,female,55-74 years,106,1333013,7.95,0.865,2.07376E+11,20898,Boomers
Czech Republic,2012,female,35-54 years,94,1471892,6.39,0.865,2.07376E+11,20898,Generation X
Czech Republic,2012,female,25-34 years,22,750032,2.93,0.865,2.07376E+11,20898,Millenials
Czech Republic,2012,female,15-24 years,10,581629,1.72,0.865,2.07376E+11,20898,Millenials
Czech Republic,2012,male,5-14 years,3,495721,0.61,0.865,2.07376E+11,20898,Generation Z
Czech Republic,2012,female,5-14 years,1,468843,0.21,0.865,2.07376E+11,20898,Generation Z
Czech Republic,2013,male,75+ years,129,252532,51.08,0.874,2.09402E+11,21073,Silent
Czech Republic,2013,male,55-74 years,399,1188011,33.59,0.874,2.09402E+11,21073,Boomers
Czech Republic,2013,male,35-54 years,485,1556338,31.16,0.874,2.09402E+11,21073,Generation X
Czech Republic,2013,male,25-34 years,168,773130,21.73,0.874,2.09402E+11,21073,Millenials
Czech Republic,2013,male,15-24 years,108,586871,18.4,0.874,2.09402E+11,21073,Millenials
Czech Republic,2013,female,75+ years,36,459282,7.84,0.874,2.09402E+11,21073,Silent
Czech Republic,2013,female,35-54 years,108,1488299,7.26,0.874,2.09402E+11,21073,Generation X
Czech Republic,2013,female,55-74 years,92,1347862,6.83,0.874,2.09402E+11,21073,Boomers
Czech Republic,2013,female,25-34 years,30,729365,4.11,0.874,2.09402E+11,21073,Millenials
Czech Republic,2013,female,15-24 years,15,560391,2.68,0.874,2.09402E+11,21073,Millenials
Czech Republic,2013,male,5-14 years,5,510895,0.98,0.874,2.09402E+11,21073,Generation Z
Czech Republic,2013,female,5-14 years,2,483804,0.41,0.874,2.09402E+11,21073,Generation Z
Ecuador,1990,male,25-34 years,89,788540,11.29,0.642,15239278100,1732,Boomers
Ecuador,1990,male,15-24 years,97,1055004,9.19,0.642,15239278100,1732,Generation X
Ecuador,1990,male,55-74 years,30,358877,8.36,0.642,15239278100,1732,G.I. Generation
Ecuador,1990,female,15-24 years,84,1031235,8.15,0.642,15239278100,1732,Generation X
Ecuador,1990,male,35-54 years,70,877120,7.98,0.642,15239278100,1732,Silent
Ecuador,1990,female,25-34 years,42,779938,5.39,0.642,15239278100,1732,Boomers
Ecuador,1990,male,75+ years,3,70844,4.23,0.642,15239278100,1732,G.I. Generation
Ecuador,1990,female,75+ years,2,87254,2.29,0.642,15239278100,1732,G.I. Generation
Ecuador,1990,female,35-54 years,17,883364,1.92,0.642,15239278100,1732,Silent
Ecuador,1990,female,55-74 years,3,380666,0.79,0.642,15239278100,1732,G.I. Generation
Ecuador,1990,male,5-14 years,6,1262625,0.48,0.642,15239278100,1732,Generation X
Ecuador,1990,female,5-14 years,5,1225466,0.41,0.642,15239278100,1732,Generation X
Ecuador,1991,female,15-24 years,117,1061400,11.02,0.645,16988535268,1869,Generation X
Ecuador,1991,male,55-74 years,37,368900,10.03,0.645,16988535268,1869,Silent
Ecuador,1991,male,15-24 years,107,1087300,9.84,0.645,16988535268,1869,Generation X
Ecuador,1991,male,35-54 years,83,899100,9.23,0.645,16988535268,1869,Boomers
Ecuador,1991,male,25-34 years,70,804000,8.71,0.645,16988535268,1869,Boomers
Ecuador,1991,male,75+ years,5,68100,7.34,0.645,16988535268,1869,G.I. Generation
Ecuador,1991,female,25-34 years,35,792300,4.42,0.645,16988535268,1869,Boomers
Ecuador,1991,female,55-74 years,9,392100,2.3,0.645,16988535268,1869,Silent
Ecuador,1991,female,35-54 years,18,903600,1.99,0.645,16988535268,1869,Boomers
Ecuador,1991,female,75+ years,1,86400,1.16,0.645,16988535268,1869,G.I. Generation
Ecuador,1991,female,5-14 years,9,1294500,0.7,0.645,16988535268,1869,Millenials
Ecuador,1991,male,5-14 years,3,1334000,0.22,0.645,16988535268,1869,Millenials
Ecuador,1992,male,75+ years,12,77846,15.42,0.649,18094238119,1955,G.I. Generation
Ecuador,1992,male,25-34 years,91,833688,10.92,0.649,18094238119,1955,Boomers
Ecuador,1992,male,55-74 years,40,380709,10.51,0.649,18094238119,1955,Silent
Ecuador,1992,male,15-24 years,114,1095624,10.41,0.649,18094238119,1955,Generation X
Ecuador,1992,female,15-24 years,92,1071397,8.59,0.649,18094238119,1955,Generation X
Ecuador,1992,male,35-54 years,69,945954,7.29,0.649,18094238119,1955,Boomers
Ecuador,1992,female,25-34 years,40,825399,4.85,0.649,18094238119,1955,Boomers
Ecuador,1992,female,75+ years,3,95162,3.15,0.649,18094238119,1955,G.I. Generation
Ecuador,1992,female,35-54 years,20,954268,2.1,0.649,18094238119,1955,Boomers
Ecuador,1992,female,5-14 years,13,1264449,1.03,0.649,18094238119,1955,Millenials
Ecuador,1992,female,55-74 years,4,404377,0.99,0.649,18094238119,1955,Silent
Ecuador,1992,male,5-14 years,7,1304282,0.54,0.649,18094238119,1955,Millenials
Ecuador,1993,female,15-24 years,131,1090454,12.01,0.653,18938717359,1996,Generation X
Ecuador,1993,male,25-34 years,102,857646,11.89,0.653,18938717359,1996,Boomers
Ecuador,1993,male,55-74 years,46,392963,11.71,0.653,18938717359,1996,Silent
Ecuador,1993,male,15-24 years,105,1115135,9.42,0.653,18938717359,1996,Generation X
Ecuador,1993,male,35-54 years,89,981892,9.06,0.653,18938717359,1996,Boomers
Ecuador,1993,female,25-34 years,40,849600,4.71,0.653,18938717359,1996,Boomers
Ecuador,1993,male,75+ years,3,80952,3.71,0.653,18938717359,1996,G.I. Generation
Ecuador,1993,female,35-54 years,32,991346,3.23,0.653,18938717359,1996,Boomers
Ecuador,1993,female,75+ years,2,98838,2.02,0.653,18938717359,1996,G.I. Generation
Ecuador,1993,female,55-74 years,8,417711,1.92,0.653,18938717359,1996,Silent
Ecuador,1993,female,5-14 years,9,1285346,0.7,0.653,18938717359,1996,Millenials
Ecuador,1993,male,5-14 years,7,1326600,0.53,0.653,18938717359,1996,Millenials
Ecuador,1994,male,75+ years,10,83900,11.92,0.657,22708673337,2335,G.I. Generation
Ecuador,1994,male,25-34 years,96,881672,10.89,0.657,22708673337,2335,Boomers
Ecuador,1994,male,35-54 years,96,1018423,9.43,0.657,22708673337,2335,Boomers
Ecuador,1994,male,55-74 years,36,406131,8.86,0.657,22708673337,2335,Silent
Ecuador,1994,female,15-24 years,95,1108840,8.57,0.657,22708673337,2335,Generation X
Ecuador,1994,male,15-24 years,91,1134121,8.02,0.657,22708673337,2335,Generation X
Ecuador,1994,female,25-34 years,39,873910,4.46,0.657,22708673337,2335,Boomers
Ecuador,1994,female,35-54 years,21,1029098,2.04,0.657,22708673337,2335,Boomers
Ecuador,1994,female,75+ years,1,102472,0.98,0.657,22708673337,2335,G.I. Generation
Ecuador,1994,female,5-14 years,12,1306032,0.92,0.657,22708673337,2335,Millenials
Ecuador,1994,male,5-14 years,12,1348611,0.89,0.657,22708673337,2335,Millenials
Ecuador,1994,female,55-74 years,3,432045,0.69,0.657,22708673337,2335,Silent
Ecuador,1995,male,25-34 years,97,905313,10.71,0.661,24432884442,2453,Generation X
Ecuador,1995,male,15-24 years,113,1152675,9.8,0.661,24432884442,2453,Generation X
Ecuador,1995,male,55-74 years,41,420246,9.76,0.661,24432884442,2453,Silent
Ecuador,1995,male,35-54 years,101,1055363,9.57,0.661,24432884442,2453,Boomers
Ecuador,1995,male,75+ years,8,86756,9.22,0.661,24432884442,2453,G.I. Generation
Ecuador,1995,female,15-24 years,95,1126655,8.43,0.661,24432884442,2453,Generation X
Ecuador,1995,female,25-34 years,43,897847,4.79,0.661,24432884442,2453,Generation X
Ecuador,1995,female,35-54 years,24,1067369,2.25,0.661,24432884442,2453,Boomers
Ecuador,1995,female,55-74 years,7,447404,1.56,0.661,24432884442,2453,Silent
Ecuador,1995,female,75+ years,1,106143,0.94,0.661,24432884442,2453,G.I. Generation
Ecuador,1995,female,5-14 years,10,1325533,0.75,0.661,24432884442,2453,Millenials
Ecuador,1995,male,5-14 years,6,1369259,0.44,0.661,24432884442,2453,Millenials
Ecuador,1996,male,55-74 years,53,434259,12.2,0.663,25226393197,2474,Silent
Ecuador,1996,male,75+ years,11,91455,12.03,0.663,25226393197,2474,G.I. Generation
Ecuador,1996,male,25-34 years,111,927403,11.97,0.663,25226393197,2474,Generation X
Ecuador,1996,male,15-24 years,126,1169923,10.77,0.663,25226393197,2474,Generation X
Ecuador,1996,female,15-24 years,102,1143710,8.92,0.663,25226393197,2474,Generation X
Ecuador,1996,male,35-54 years,88,1091980,8.06,0.663,25226393197,2474,Boomers
Ecuador,1996,female,25-34 years,46,920330,5,0.663,25226393197,2474,Generation X
Ecuador,1996,female,55-74 years,9,462818,1.94,0.663,25226393197,2474,Silent
Ecuador,1996,female,35-54 years,21,1105412,1.9,0.663,25226393197,2474,Boomers
Ecuador,1996,female,75+ years,2,111706,1.79,0.663,25226393197,2474,G.I. Generation
Ecuador,1996,female,5-14 years,17,1345854,1.26,0.663,25226393197,2474,Millenials
Ecuador,1996,male,5-14 years,7,1390998,0.5,0.663,25226393197,2474,Millenials
Ecuador,1997,male,25-34 years,109,949086,11.48,0.667,28162053027,2701,Generation X
Ecuador,1997,male,15-24 years,124,1186873,10.45,0.667,28162053027,2701,Generation X
Ecuador,1997,male,75+ years,9,95968,9.38,0.667,28162053027,2701,G.I. Generation
Ecuador,1997,male,35-54 years,99,1128260,8.77,0.667,28162053027,2701,Boomers
Ecuador,1997,female,15-24 years,101,1160292,8.7,0.667,28162053027,2701,Generation X
Ecuador,1997,male,55-74 years,35,449276,7.79,0.667,28162053027,2701,Silent
Ecuador,1997,female,25-34 years,33,942471,3.5,0.667,28162053027,2701,Generation X
Ecuador,1997,female,35-54 years,24,1143235,2.1,0.667,28162053027,2701,Boomers
Ecuador,1997,female,5-14 years,24,1364640,1.76,0.667,28162053027,2701,Millenials
Ecuador,1997,female,55-74 years,6,479370,1.25,0.667,28162053027,2701,Silent
Ecuador,1997,male,5-14 years,14,1411124,0.99,0.667,28162053027,2701,Millenials
Ecuador,1997,female,75+ years,1,117178,0.85,0.667,28162053027,2701,G.I. Generation
Ecuador,1998,male,25-34 years,113,970170,11.65,0.67,27981896948,2626,Generation X
Ecuador,1998,male,15-24 years,122,1204061,10.13,0.67,27981896948,2626,Generation X
Ecuador,1998,female,15-24 years,102,1176841,8.67,0.67,27981896948,2626,Generation X
Ecuador,1998,male,75+ years,8,100363,7.97,0.67,27981896948,2626,G.I. Generation
Ecuador,1998,male,35-54 years,87,1164711,7.47,0.67,27981896948,2626,Boomers
Ecuador,1998,male,55-74 years,29,464944,6.24,0.67,27981896948,2626,Silent
Ecuador,1998,female,25-34 years,29,964037,3.01,0.67,27981896948,2626,Generation X
Ecuador,1998,female,75+ years,3,122653,2.45,0.67,27981896948,2626,G.I. Generation
Ecuador,1998,female,35-54 years,24,1181335,2.03,0.67,27981896948,2626,Boomers
Ecuador,1998,male,5-14 years,14,1429190,0.98,0.67,27981896948,2626,Millenials
Ecuador,1998,female,5-14 years,12,1381485,0.87,0.67,27981896948,2626,Millenials
Ecuador,1998,female,55-74 years,3,496656,0.6,0.67,27981896948,2626,Silent
Ecuador,1999,male,75+ years,13,104728,12.41,0.667,19645272636,1805,G.I. Generation
Ecuador,1999,male,15-24 years,138,1222195,11.29,0.667,19645272636,1805,Generation X
Ecuador,1999,male,25-34 years,103,990403,10.4,0.667,19645272636,1805,Generation X
Ecuador,1999,male,55-74 years,45,480747,9.36,0.667,19645272636,1805,Silent
Ecuador,1999,male,35-54 years,105,1202249,8.73,0.667,19645272636,1805,Boomers
Ecuador,1999,female,15-24 years,96,1194004,8.04,0.667,19645272636,1805,Generation X
Ecuador,1999,female,25-34 years,37,984732,3.76,0.667,19645272636,1805,Generation X
Ecuador,1999,female,35-54 years,27,1220621,2.21,0.667,19645272636,1805,Boomers
Ecuador,1999,female,55-74 years,11,514092,2.14,0.667,19645272636,1805,Silent
Ecuador,1999,male,5-14 years,22,1445034,1.52,0.667,19645272636,1805,Millenials
Ecuador,1999,female,5-14 years,18,1396226,1.29,0.667,19645272636,1805,Millenials
Ecuador,1999,female,75+ years,1,128252,0.78,0.667,19645272636,1805,G.I. Generation
Ecuador,2000,male,15-24 years,132,1241587,10.63,0.669,18327764882,1650,Generation X
Ecuador,2000,male,25-34 years,84,1009657,8.32,0.669,18327764882,1650,Generation X
Ecuador,2000,male,35-54 years,101,1241310,8.14,0.669,18327764882,1650,Boomers
Ecuador,2000,male,75+ years,8,109133,7.33,0.669,18327764882,1650,G.I. Generation
Ecuador,2000,male,55-74 years,30,496455,6.04,0.669,18327764882,1650,Silent
Ecuador,2000,female,15-24 years,73,1212096,6.02,0.669,18327764882,1650,Generation X
Ecuador,2000,female,25-34 years,45,1004357,4.48,0.669,18327764882,1650,Generation X
Ecuador,2000,female,35-54 years,23,1261528,1.82,0.669,18327764882,1650,Boomers
Ecuador,2000,female,55-74 years,9,531381,1.69,0.669,18327764882,1650,Silent
Ecuador,2000,male,5-14 years,16,1458807,1.1,0.669,18327764882,1650,Millenials
Ecuador,2000,female,5-14 years,12,1408985,0.85,0.669,18327764882,1650,Millenials
Ecuador,2000,female,75+ years,1,134087,0.75,0.669,18327764882,1650,G.I. Generation
Ecuador,2001,male,75+ years,15,114564,13.09,0.674,24468324000,2160,Silent
Ecuador,2001,male,15-24 years,130,1259528,10.32,0.674,24468324000,2160,Millenials
Ecuador,2001,male,25-34 years,101,1026201,9.84,0.674,24468324000,2160,Generation X
Ecuador,2001,male,35-54 years,99,1281560,7.72,0.674,24468324000,2160,Boomers
Ecuador,2001,male,55-74 years,39,510933,7.63,0.674,24468324000,2160,Silent
Ecuador,2001,female,15-24 years,86,1229361,7,0.674,24468324000,2160,Millenials
Ecuador,2001,female,25-34 years,38,1021003,3.72,0.674,24468324000,2160,Generation X
Ecuador,2001,female,35-54 years,32,1303530,2.45,0.674,24468324000,2160,Boomers
Ecuador,2001,female,55-74 years,10,547445,1.83,0.674,24468324000,2160,Silent
Ecuador,2001,female,75+ years,2,140505,1.42,0.674,24468324000,2160,Silent
Ecuador,2001,female,5-14 years,17,1421482,1.2,0.674,24468324000,2160,Millenials
Ecuador,2001,male,5-14 years,15,1472216,1.02,0.674,24468324000,2160,Millenials
Ecuador,2002,male,15-24 years,132,1279199,10.32,0.679,28548945000,2472,Millenials
Ecuador,2002,male,75+ years,12,119896,10.01,0.679,28548945000,2472,Silent
Ecuador,2002,male,25-34 years,89,1041783,8.54,0.679,28548945000,2472,Generation X
Ecuador,2002,male,35-54 years,109,1323268,8.24,0.679,28548945000,2472,Boomers
Ecuador,2002,male,55-74 years,39,525419,7.42,0.679,28548945000,2472,Silent
Ecuador,2002,female,15-24 years,91,1248096,7.29,0.679,28548945000,2472,Millenials
Ecuador,2002,female,25-34 years,31,1036659,2.99,0.679,28548945000,2472,Generation X
Ecuador,2002,female,35-54 years,27,1347026,2,0.679,28548945000,2472,Boomers
Ecuador,2002,female,5-14 years,23,1432629,1.61,0.679,28548945000,2472,Millenials
Ecuador,2002,female,55-74 years,7,563516,1.24,0.679,28548945000,2472,Silent
Ecuador,2002,male,5-14 years,16,1484308,1.08,0.679,28548945000,2472,Millenials
Ecuador,2002,female,75+ years,1,146971,0.68,0.679,28548945000,2472,Silent
Ecuador,2003,male,35-54 years,148,1365415,10.84,0.682,32432858000,2755,Boomers
Ecuador,2003,male,15-24 years,138,1300272,10.61,0.682,32432858000,2755,Millenials
Ecuador,2003,female,15-24 years,120,1267956,9.46,0.682,32432858000,2755,Millenials
Ecuador,2003,male,25-34 years,96,1056829,9.08,0.682,32432858000,2755,Generation X
Ecuador,2003,male,55-74 years,49,540808,9.06,0.682,32432858000,2755,Silent
Ecuador,2003,male,75+ years,11,125204,8.79,0.682,32432858000,2755,Silent
Ecuador,2003,female,25-34 years,47,1051741,4.47,0.682,32432858000,2755,Generation X
Ecuador,2003,female,75+ years,5,153579,3.26,0.682,32432858000,2755,Silent
Ecuador,2003,female,35-54 years,23,1390993,1.65,0.682,32432858000,2755,Boomers
Ecuador,2003,female,5-14 years,20,1442546,1.39,0.682,32432858000,2755,Millenials
Ecuador,2003,female,55-74 years,7,580521,1.21,0.682,32432858000,2755,Silent
Ecuador,2003,male,5-14 years,11,1495138,0.74,0.682,32432858000,2755,Millenials
Ecuador,2004,male,75+ years,17,130553,13.02,0.687,36591661000,3051,Silent
Ecuador,2004,male,25-34 years,137,1071828,12.78,0.687,36591661000,3051,Generation X
Ecuador,2004,male,15-24 years,165,1321925,12.48,0.687,36591661000,3051,Millenials
Ecuador,2004,male,55-74 years,68,558388,12.18,0.687,36591661000,3051,Silent
Ecuador,2004,female,15-24 years,127,1288166,9.86,0.687,36591661000,3051,Millenials
Ecuador,2004,male,35-54 years,138,1406412,9.81,0.687,36591661000,3051,Boomers
Ecuador,2004,female,25-34 years,36,1066713,3.37,0.687,36591661000,3051,Generation X
Ecuador,2004,female,75+ years,5,160427,3.12,0.687,36591661000,3051,Silent
Ecuador,2004,female,5-14 years,30,1451359,2.07,0.687,36591661000,3051,Millenials
Ecuador,2004,male,5-14 years,30,1504779,1.99,0.687,36591661000,3051,Millenials
Ecuador,2004,female,35-54 years,27,1433784,1.88,0.687,36591661000,3051,Boomers
Ecuador,2004,female,55-74 years,11,599819,1.83,0.687,36591661000,3051,Silent
Ecuador,2005,male,75+ years,23,136021,16.91,0.692,41507085000,3397,Silent
Ecuador,2005,male,15-24 years,206,1343527,15.33,0.692,41507085000,3397,Millenials
Ecuador,2005,male,25-34 years,150,1087218,13.8,0.692,41507085000,3397,Generation X
Ecuador,2005,male,35-54 years,197,1445306,13.63,0.692,41507085000,3397,Boomers
Ecuador,2005,male,55-74 years,73,578971,12.61,0.692,41507085000,3397,Silent
Ecuador,2005,female,15-24 years,140,1308175,10.7,0.692,41507085000,3397,Millenials
Ecuador,2005,female,25-34 years,44,1081983,4.07,0.692,41507085000,3397,Generation X
Ecuador,2005,female,35-54 years,35,1474429,2.37,0.692,41507085000,3397,Boomers
Ecuador,2005,male,5-14 years,34,1513146,2.25,0.692,41507085000,3397,Millenials
Ecuador,2005,female,55-74 years,13,622240,2.09,0.692,41507085000,3397,Silent
Ecuador,2005,female,5-14 years,26,1458992,1.78,0.692,41507085000,3397,Millenials
Ecuador,2005,female,75+ years,2,167635,1.19,0.692,41507085000,3397,Silent
Ecuador,2006,male,75+ years,23,140891,16.32,0.695,46802044000,3759,Silent
Ecuador,2006,male,25-34 years,154,1105682,13.93,0.695,46802044000,3759,Generation X
Ecuador,2006,male,55-74 years,74,601278,12.31,0.695,46802044000,3759,Silent
Ecuador,2006,female,15-24 years,153,1327824,11.52,0.695,46802044000,3759,Millenials
Ecuador,2006,male,15-24 years,156,1363891,11.44,0.695,46802044000,3759,Millenials
Ecuador,2006,male,35-54 years,166,1486091,11.17,0.695,46802044000,3759,Boomers
Ecuador,2006,female,25-34 years,49,1100246,4.45,0.695,46802044000,3759,Generation X
Ecuador,2006,female,35-54 years,46,1516824,3.03,0.695,46802044000,3759,Boomers
Ecuador,2006,female,55-74 years,18,646356,2.78,0.695,46802044000,3759,Silent
Ecuador,2006,female,75+ years,4,173865,2.3,0.695,46802044000,3759,Silent
Ecuador,2006,female,5-14 years,28,1465783,1.91,0.695,46802044000,3759,Millenials
Ecuador,2006,male,5-14 years,29,1520643,1.91,0.695,46802044000,3759,Millenials
Ecuador,2007,male,15-24 years,235,1383302,16.99,0.706,51007777000,4024,Millenials
Ecuador,2007,male,55-74 years,92,626501,14.68,0.706,51007777000,4024,Silent
Ecuador,2007,male,25-34 years,157,1123771,13.97,0.706,51007777000,4024,Generation X
Ecuador,2007,male,75+ years,18,145654,12.36,0.706,51007777000,4024,Silent
Ecuador,2007,male,35-54 years,184,1525177,12.06,0.706,51007777000,4024,Boomers
Ecuador,2007,female,15-24 years,135,1346416,10.03,0.706,51007777000,4024,Millenials
Ecuador,2007,female,25-34 years,53,1118153,4.74,0.706,51007777000,4024,Generation X
Ecuador,2007,male,5-14 years,45,1526432,2.95,0.706,51007777000,4024,Generation Z
Ecuador,2007,female,55-74 years,19,673563,2.82,0.706,51007777000,4024,Silent
Ecuador,2007,female,35-54 years,42,1557413,2.7,0.706,51007777000,4024,Boomers
Ecuador,2007,female,5-14 years,23,1470813,1.56,0.706,51007777000,4024,Generation Z
Ecuador,2007,female,75+ years,2,180159,1.11,0.706,51007777000,4024,Silent
Ecuador,2008,male,75+ years,31,150423,20.61,0.711,61762635000,4787,Silent
Ecuador,2008,male,15-24 years,209,1401816,14.91,0.711,61762635000,4787,Millenials
Ecuador,2008,male,25-34 years,170,1142009,14.89,0.711,61762635000,4787,Generation X
Ecuador,2008,male,55-74 years,81,654092,12.38,0.711,61762635000,4787,Silent
Ecuador,2008,male,35-54 years,158,1563128,10.11,0.711,61762635000,4787,Boomers
Ecuador,2008,female,15-24 years,107,1363932,7.84,0.711,61762635000,4787,Millenials
Ecuador,2008,female,25-34 years,48,1136196,4.22,0.711,61762635000,4787,Generation X
Ecuador,2008,female,55-74 years,24,703291,3.41,0.711,61762635000,4787,Silent
Ecuador,2008,female,35-54 years,53,1596786,3.32,0.711,61762635000,4787,Boomers
Ecuador,2008,male,5-14 years,24,1530626,1.57,0.711,61762635000,4787,Generation Z
Ecuador,2008,female,5-14 years,22,1474229,1.49,0.711,61762635000,4787,Generation Z
Ecuador,2008,female,75+ years,1,186655,0.54,0.711,61762635000,4787,Silent
Ecuador,2009,male,25-34 years,179,1161180,15.42,0.712,62519686000,4762,Generation X
Ecuador,2009,male,55-74 years,103,683190,15.08,0.712,62519686000,4762,Silent
Ecuador,2009,male,15-24 years,214,1419517,15.08,0.712,62519686000,4762,Millenials
Ecuador,2009,male,75+ years,20,155307,12.88,0.712,62519686000,4762,Silent
Ecuador,2009,male,35-54 years,180,1600987,11.24,0.712,62519686000,4762,Boomers
Ecuador,2009,female,15-24 years,100,1380435,7.24,0.712,62519686000,4762,Millenials
Ecuador,2009,female,75+ years,9,193481,4.65,0.712,62519686000,4762,Silent
Ecuador,2009,female,25-34 years,48,1155088,4.16,0.712,62519686000,4762,Generation X
Ecuador,2009,female,35-54 years,48,1636049,2.93,0.712,62519686000,4762,Boomers
Ecuador,2009,female,55-74 years,20,734615,2.72,0.712,62519686000,4762,Silent
Ecuador,2009,male,5-14 years,23,1533769,1.5,0.712,62519686000,4762,Generation Z
Ecuador,2009,female,5-14 years,20,1476543,1.35,0.712,62519686000,4762,Generation Z
Ecuador,2010,male,15-24 years,214,1436267,14.9,0.716,69555367000,5206,Millenials
Ecuador,2010,male,25-34 years,171,1181648,14.47,0.716,69555367000,5206,Generation X
Ecuador,2010,male,35-54 years,165,1639225,10.07,0.716,69555367000,5206,Generation X
Ecuador,2010,male,55-74 years,68,713198,9.53,0.716,69555367000,5206,Silent
Ecuador,2010,male,75+ years,14,160404,8.73,0.716,69555367000,5206,Silent
Ecuador,2010,female,15-24 years,113,1395797,8.1,0.716,69555367000,5206,Millenials
Ecuador,2010,female,25-34 years,60,1175139,5.11,0.716,69555367000,5206,Generation X
Ecuador,2010,female,75+ years,6,200768,2.99,0.716,69555367000,5206,Silent
Ecuador,2010,female,55-74 years,18,766861,2.35,0.716,69555367000,5206,Silent
Ecuador,2010,female,35-54 years,39,1675740,2.33,0.716,69555367000,5206,Generation X
Ecuador,2010,male,5-14 years,26,1536680,1.69,0.716,69555367000,5206,Generation Z
Ecuador,2010,female,5-14 years,18,1478558,1.22,0.716,69555367000,5206,Generation Z
Ecuador,2011,male,15-24 years,200,1449571,13.8,0.742,79276664000,5836,Millenials
Ecuador,2011,male,25-34 years,161,1202963,13.38,0.742,79276664000,5836,Millenials
Ecuador,2011,male,55-74 years,83,741610,11.19,0.742,79276664000,5836,Boomers
Ecuador,2011,male,75+ years,18,166244,10.83,0.742,79276664000,5836,Silent
Ecuador,2011,male,35-54 years,160,1677115,9.54,0.742,79276664000,5836,Generation X
Ecuador,2011,female,15-24 years,120,1408696,8.52,0.742,79276664000,5836,Millenials
Ecuador,2011,female,25-34 years,51,1195816,4.26,0.742,79276664000,5836,Millenials
Ecuador,2011,female,35-54 years,45,1715068,2.62,0.742,79276664000,5836,Generation X
Ecuador,2011,female,5-14 years,32,1480934,2.16,0.742,79276664000,5836,Generation Z
Ecuador,2011,male,5-14 years,32,1539867,2.08,0.742,79276664000,5836,Generation Z
Ecuador,2011,female,75+ years,4,208097,1.92,0.742,79276664000,5836,Silent
Ecuador,2011,female,55-74 years,12,797572,1.5,0.742,79276664000,5836,Boomers
Ecuador,2012,male,15-24 years,240,1462193,16.41,0.74,87924544000,6364,Millenials
Ecuador,2012,male,25-34 years,164,1225594,13.38,0.74,87924544000,6364,Millenials
Ecuador,2012,male,55-74 years,87,771426,11.28,0.74,87924544000,6364,Boomers
Ecuador,2012,male,75+ years,19,172083,11.04,0.74,87924544000,6364,Silent
Ecuador,2012,male,35-54 years,162,1715827,9.44,0.74,87924544000,6364,Generation X
Ecuador,2012,female,15-24 years,118,1420727,8.31,0.74,87924544000,6364,Millenials
Ecuador,2012,female,25-34 years,55,1217762,4.52,0.74,87924544000,6364,Millenials
Ecuador,2012,female,35-54 years,48,1755189,2.73,0.74,87924544000,6364,Generation X
Ecuador,2012,male,5-14 years,39,1544899,2.52,0.74,87924544000,6364,Generation Z
Ecuador,2012,female,75+ years,4,215613,1.86,0.74,87924544000,6364,Silent
Ecuador,2012,female,5-14 years,27,1484824,1.82,0.74,87924544000,6364,Generation Z
Ecuador,2012,female,55-74 years,13,829724,1.57,0.74,87924544000,6364,Boomers
Ecuador,2013,male,75+ years,23,178094,12.91,0.751,95129659000,6769,Silent
Ecuador,2013,male,15-24 years,156,1473845,10.58,0.751,95129659000,6769,Millenials
Ecuador,2013,male,25-34 years,111,1248815,8.89,0.751,95129659000,6769,Millenials
